country,year,true_renew_share
Japan,2019,0.16128075582811688
Japan,2020,0.17563283047813857
Japan,2021,0.1784533692034211
Korea,2000,0.019480137661484185
Korea,2001,0.019318328389010705
Korea,2002,0.016301938931157705
Korea,2003,0.020043983481630685
Korea,2004,0.016026627362692537
Korea,2005,0.013774830332517276
Korea,2006,0.013528201210119656
Korea,2007,0.013519106083597738
Korea,2008,0.014966034615157423
Korea,2009,0.01579368298512525
Korea,2010,0.01696781146595492
Korea,2011,0.01851598407864874
Korea,2012,0.018891095317725752
Korea,2013,0.021603270206170824
Korea,2014,0.022267649173789598
Korea,2015,0.021106543592130454
Korea,2016,0.024802184072925827
Korea,2017,0.029123846019857166
Korea,2018,0.03270747960307225
Korea,2019,0.038258347609685946
Korea,2020,0.048336584044198445
Korea,2021,0.053899565828119014
Latvia,2000,0.6825435203094777
Latvia,2001,0.6626168224299065
Latvia,2002,0.6226415094339622
Latvia,2003,0.5821383647798742
Latvia,2004,0.6720578846563099
Latvia,2005,0.6868254937894522
Latvia,2006,0.5609157808667212
Latvia,2007,0.5839446656885349
Latvia,2008,0.6006825938566553
Latvia,2009,0.6297360387861376
Latvia,2010,0.538554398672099
Latvia,2011,0.4852265265922521
Latvia,2012,0.6195264352903016
Latvia,2013,0.4883234015139314
Latvia,2014,0.41470531025092394
Latvia,2015,0.36260162601626017
Latvia,2016,0.4133852140077821
Latvia,2017,0.6017534537725824
Latvia,2018,0.3799464445105623
Latvia,2019,0.35167055167055167
Latvia,2020,0.486198462613557
Latvia,2021,0.48836413415468855
Lithuania,2000,0.05636761487964989
Lithuania,2001,0.047567347492705435
Lithuania,2002,0.04407200496585972
Lithuania,2003,0.05054392446633826
Lithuania,2004,0.048977897686001866
Lithuania,2005,0.05560064935064935
Lithuania,2006,0.06537413875981413
Lithuania,2007,0.07596201899050475
Lithuania,2008,0.08042837633867606
Lithuania,2009,0.0844511004036984
Lithuania,2010,0.2642198643242303
Lithuania,2011,0.31750311074243054
Lithuania,2012,0.29327781082688875
Lithuania,2013,0.3605627887442251
Lithuania,2014,0.4093700250170571
Lithuania,2015,0.3865801743361038
Lithuania,2016,0.5264885138302859
Lithuania,2017,0.624282982791587
Lithuania,2018,0.6240022805017104
Lithuania,2019,0.6393649193548387
Lithuania,2020,0.5003627130939426
Lithuania,2021,0.5210878990934175
Luxembourg,2000,0.7687016337059329
Luxembourg,2001,0.5521927115503397
Luxembourg,2002,0.27388362652232745
Luxembourg,2003,0.2589828634604754
Luxembourg,2004,0.21845483167837249
Luxembourg,2005,0.22933333333333333
Luxembourg,2006,0.22979214780600463
Luxembourg,2007,0.25062531265632815
Luxembourg,2008,0.2940348902644907
Luxembourg,2009,0.2361290322580645
Luxembourg,2010,0.33631211857018306
Luxembourg,2011,0.3283059520603286
Luxembourg,2012,0.3341201153947023
Luxembourg,2013,0.4553014553014553
Luxembourg,2014,0.45273463875759623
Luxembourg,2015,0.6278059377262853
Luxembourg,2016,0.7880583409298085
Luxembourg,2017,0.7902285970416854
Luxembourg,2018,0.7777777777777778
Luxembourg,2019,0.7139107611548556
Luxembourg,2020,0.7195340501792115
Luxembourg,2021,0.7146739130434783
Mexico,2000,0.18952424852616512
Mexico,2001,0.15898959188241438
Mexico,2002,0.13888926989177994
Mexico,2003,0.11061552562331842
Mexico,2004,0.13357238529914386
Mexico,2005,0.13937021655767182
Mexico,2006,0.14392500222470703
Mexico,2007,0.13163940158439516
Mexico,2008,0.17232172943829543
Mexico,2009,0.12690947007783115
Mexico,2010,0.16289916954641676
Mexico,2011,0.14637954204105294
Mexico,2012,0.13454236253999988
Mexico,2013,0.1286180317370911
Mexico,2014,0.170391504724373
Mexico,2015,0.14807532548345398
Mexico,2016,0.14661682242990653
Mexico,2017,0.1538433011100947
Mexico,2018,0.1524754836548235
Mexico,2019,0.1650408918872025
Mexico,2020,0.20595546224064387
Mexico,2021,0.23108604504471078
Morocco,2000,0.06079452693772837
Morocco,2001,0.07158048650804201
Morocco,2002,0.06852641942894651
Morocco,2003,0.10007238508867174
Morocco,2004,0.10280215114633456
Morocco,2005,0.08232860818241437
Morocco,2006,0.08699468474179549
Morocco,2007,0.07913492258540182
Morocco,2008,0.07940882953951432
Morocco,2009,0.15401271537823644
Morocco,2010,0.18114259173246633
Morocco,2011,0.11165010253983278
Morocco,2012,0.0919772949130482
Morocco,2013,0.1538788372340049
Morocco,2014,0.13466512387693982
Morocco,2015,0.15393240429280794
Morocco,2016,0.1575246569801811
Morocco,2017,0.151044020609238
Morocco,2018,0.19010525728006253
Morocco,2019,0.19105817946070544
Morocco,2020,0.18475058670794428
Morocco,2021,0.19119789463790593
Netherlands,2000,0.010922560274904888
Netherlands,2001,0.010185452099548381
Netherlands,2002,0.011189714631020723
Netherlands,2003,0.014646036893965998
Netherlands,2004,0.019760112237437507
Netherlands,2005,0.02191731467859609
Netherlands,2006,0.02910971031942772
Netherlands,2007,0.034060761660248184
Netherlands,2008,0.04091974114846772
Netherlands,2009,0.041550856700559406
Netherlands,2010,0.03483692462480087
Netherlands,2011,0.046172880671796986
Netherlands,2012,0.051107193366526533
Netherlands,2013,0.06052346748007478
Netherlands,2014,0.06419373252450197
Netherlands,2015,0.07939935580456381
Netherlands,2016,0.08572867638119389
Netherlands,2017,0.10952263086469277
Netherlands,2018,0.12526338797814207
Netherlands,2019,0.13986474798810572
Netherlands,2020,0.19379436219833704
Netherlands,2021,0.24159129046780992
New Zealand,2000,0.697549828614955
New Zealand,2001,0.6210014608835827
New Zealand,2002,0.6835268986176247
New Zealand,2003,0.6490747087045922
New Zealand,2004,0.7105576990529638
New Zealand,2005,0.6305086323235144
New Zealand,2006,0.6330308946824394
New Zealand,2007,0.6407545794222181
New Zealand,2008,0.6285428096614838
New Zealand,2009,0.7017568033069239
New Zealand,2010,0.7168796532948105
New Zealand,2011,0.7463027695617102
New Zealand,2012,0.704273964006365
New Zealand,2013,0.7286021112278938
New Zealand,2014,0.7768734085121862
New Zealand,2015,0.7863712655253441
New Zealand,2016,0.8272379356416586
New Zealand,2017,0.7972264539833318
New Zealand,2018,0.8192396339143861
New Zealand,2019,0.8027379660190949
New Zealand,2020,0.786753806764587
New Zealand,2021,0.7964760474343743
Norway,2000,0.9953700465792897
Norway,2001,0.9931331528427271
Norway,2002,0.9939329023373246
Norway,2003,0.9909483280974709
Norway,2004,0.9902908232911759
Norway,2005,0.9923338333007268
Norway,2006,0.9899902946159793
Norway,2007,0.9885999183625868
Norway,2008,0.9912758382934413
Norway,2009,0.9641884149256676
Norway,2010,0.9547039173022948
Norway,2011,0.9631250049004618
Norway,2012,0.9776179543961588
Norway,2013,0.9739542932155857
Norway,2014,0.9748679298443333
Norway,2015,0.9752258796507686
Norway,2016,0.9764563009084688
Norway,2017,0.9764918383730264
Norway,2018,0.9761987314148192
Norway,2019,0.9752635246326963
Norway,2020,0.9824281047225677
Norway,2021,0.9894122265986145
Poland,2000,0.028360252978136248
Poland,2001,0.02905372949975983
Poland,2002,0.027502582483482505
Poland,2003,0.022516556291390728
Poland,2004,0.024863939179678125
Poland,2005,0.024933730947647448
Poland,2006,0.020254479356011424
Poland,2007,0.02171975801390667
Poland,2008,0.023077170728566368
Poland,2009,0.02670050092275244
Poland,2010,0.03267853631618006
Poland,2011,0.036478587326044955
Poland,2012,0.044486520824724464
Poland,2013,0.054696803985903514
Poland,2014,0.06549142142223954
Poland,2015,0.08093656028712776
Poland,2016,0.09202148408197558
Poland,2017,0.10622433415464039
Poland,2018,0.09107002128985968
Poland,2019,0.11269392135818129
Poland,2020,0.13093686328604512
Poland,2021,0.1295302461781702
Portugal,2000,0.27336913058379986
Portugal,2001,0.3168565899806493
Portugal,2002,0.18905612908822764
Portugal,2003,0.3552173820246302
Portugal,2004,0.2449784951004301
Portugal,2005,0.1495040151157298
Portugal,2006,0.29528955954323
Portugal,2007,0.3112884110725472
Portugal,2008,0.28899571487612297
Portugal,2009,0.3371840579998805
Portugal,2010,0.4832125425232954
Portugal,2011,0.4148684712161647
Portugal,2012,0.3745092570742068
Portugal,2013,0.5333268821366364
Portugal,2014,0.555936440597716
Portugal,2015,0.4274376633534922
Portugal,2016,0.5043181328426741
Portugal,2017,0.35479908460658277
Portugal,2018,0.4608096324121277
Portugal,2019,0.47911571025399813
Portugal,2020,0.5249453613686035
Portugal,2021,0.5705430006277464
Russia,2000,0.1884727820398603
Russia,2001,0.1974050919796608
Russia,2002,0.18439892963530183
Russia,2003,0.17249308621980472
Russia,2004,0.19122190446041004
Russia,2005,0.1836361041920666
Russia,2006,0.17649232672621043
Russia,2007,0.17676368245688853
Russia,2008,0.1606924015190618
Russia,2009,0.1780136696304361
Russia,2010,0.1627178405248403
Russia,2011,0.1594051755604329
Russia,2012,0.15671586033505988
Russia,2013,0.1728867747089016
Russia,2014,0.1671216220152658
Russia,2015,0.1600439888191962
Russia,2016,0.172044587721236
Russia,2017,0.17204126168343867
Russia,2018,0.17433870690026257
Russia,2019,0.17704262287480818
Russia,2020,0.2001136054971112
Russia,2021,0.19178342125146194
Slovakia,2000,0.1596700686822004
Slovakia,2001,0.1596767147225863
Slovakia,2002,0.16908748882104419
Slovakia,2003,0.11783950221309898
Slovakia,2004,0.1378283770078843
Slovakia,2005,0.15091400413288825
Slovakia,2006,0.14552167547265898
Slovakia,2007,0.1647775876817793
Slovakia,2008,0.14667495338719702
Slovakia,2009,0.17625692984133054
Slovakia,2010,0.20360399167205112
Slovakia,2011,0.1587102177554439
Slovakia,2012,0.16986463857102987
Slovakia,2013,0.1997780244173141
Slovakia,2014,0.18484726834787052
Slovakia,2015,0.1728060067650448
Slovakia,2016,0.1901049364469406
Slovakia,2017,0.1851250991419713
Slovakia,2018,0.1657335656816581
Slovakia,2019,0.18168389955686853
Slovakia,2020,0.1895415770857896
Slovakia,2021,0.17417377398720682
Spain,2000,0.1628205356665538
Spain,2001,0.21454354420512126
Spain,2002,0.14545766296116366
Spain,2003,0.21477066120457527
Spain,2004,0.17916663690199805
Spain,2005,0.15046092429688218
Spain,2006,0.17782734865206923
Spain,2007,0.1921103786480648
Spain,2008,0.19654638288107396
Spain,2009,0.24894100875704298
Spain,2010,0.3215897747133756
Spain,2011,0.29006625671670233
Spain,2012,0.28771427515265163
Spain,2013,0.3844212221463705
Spain,2014,0.3898235771016136
Spain,2015,0.33662601539195375
Spain,2016,0.37275188692291455
Spain,2017,0.3068422904102038
Spain,2018,0.3660112144629409
Spain,2019,0.35733393838035254
Spain,2020,0.42197188018513665
Spain,2021,0.44484018198256
Sweden,2000,0.5443600016521416
Sweden,2001,0.492312071131131
Sweden,2002,0.4566395202235322
Sweden,2003,0.40076936140050357
Sweden,2004,0.4022723378454968
Sweden,2005,0.46587559567014863
Sweden,2006,0.4381798404641044
Sweden,2007,0.4545399605162434
Sweden,2008,0.47463309294978606
Sweden,2009,0.5007861922697188
Sweden,2010,0.4712079597167246
Sweden,2011,0.4831887237791297
Sweden,2012,0.517774268886474
Sweden,2013,0.46598461799616103
Sweden,2014,0.4890832536134268
Sweden,2015,0.5666329451243585
Sweden,2016,0.49842317800141017
Sweden,2017,0.5053698630136987
Sweden,2018,0.4851897184822521
Sweden,2019,0.5100897060656974
Sweden,2020,0.6165851812516404
Sweden,2021,0.5977718017671917
Switzerland,2000,0.5664035308579807
Switzerland,2001,0.5895184448862382
Switzerland,2002,0.549649932965887
Switzerland,2003,0.5465742650659623
Switzerland,2004,0.5411685777018785
Switzerland,2005,0.5551923012440063
Switzerland,2006,0.5139489501209897
Switzerland,2007,0.5415102395359451
Switzerland,2008,0.5510828727678895
Switzerland,2009,0.5490161707349139
Switzerland,2010,0.5597009422971997
Switzerland,2011,0.531862214106651
Switzerland,2012,0.5826770526074629
Switzerland,2013,0.5776527560176613
Switzerland,2014,0.5665300660700845
Switzerland,2015,0.6074024822695036
Switzerland,2016,0.6036633632017224
Switzerland,2017,0.6157296603319016
Switzerland,2018,0.5768774417595138
Switzerland,2019,0.5890286056449199
Switzerland,2020,0.6108335194283162
Switzerland,2021,0.6493775933609959
Turkey,2000,0.24805878868413891
Turkey,2001,0.19687920146669383
Turkey,2002,0.261483771251932
Turkey,2003,0.25238118949217886
Turkey,2004,0.30680566430874995
Turkey,2005,0.24521474968509965
Turkey,2006,0.25221356899358477
Turkey,2007,0.18982240365842198
Turkey,2008,0.17276154381154935
Turkey,2009,0.1944900724801347
Turkey,2010,0.262205977046324
Turkey,2011,0.2517731578557323
Turkey,2012,0.269833316631593
Turkey,2013,0.2845715665781124
Turkey,2014,0.20457765624317856
Turkey,2015,0.31482945798619466
Turkey,2016,0.322913326142095
Turkey,2017,0.28639427864043704
Turkey,2018,0.31206343894460903
Turkey,2019,0.4236754383944349
Turkey,2020,0.4039758851512395
Turkey,2021,0.334899826122288
United Kingdom,2000,0.023146957188206932
United Kingdom,2001,0.01934821590997687
United Kingdom,2002,0.02246111654835286
United Kingdom,2003,0.018204511323512425
United Kingdom,2004,0.023940983989419358
United Kingdom,2005,0.02702105654238922
United Kingdom,2006,0.03192182902364309
United Kingdom,2007,0.03584406420885518
United Kingdom,2008,0.04279825443398968
United Kingdom,2009,0.04914400057323167
United Kingdom,2010,0.04458638661389553
United Kingdom,2011,0.06740608073401477
United Kingdom,2012,0.08097514077736574
United Kingdom,2013,0.10613023183097334
United Kingdom,2014,0.13261338837052983
United Kingdom,2015,0.1681561750253675
United Kingdom,2016,0.16570544088387304
United Kingdom,2017,0.20702378306290287
United Kingdom,2018,0.23316771232472946
United Kingdom,2019,0.25960925952267566
United Kingdom,2020,0.3111656394304152
United Kingdom,2021,0.2733726468586981
United States,2000,0.07426368857841022
United States,2001,0.061202124436687697
United States,2002,0.07849261438811983
United States,2003,0.08151916671321517
United States,2004,0.07871816417141095
United States,2005,0.07770759282856057
United States,2006,0.08422395578900915
United States,2007,0.0755475889808386
United States,2008,0.08164713601133265
United States,2009,0.0936429958824941
United States,2010,0.0920421246885299
United States,2011,0.11253573142247675
United States,2012,0.1091880969361357
United States,2013,0.11474162351548438
United States,2014,0.1174768239857837
United States,2015,0.12009819420595813
United States,2016,0.13662582328059125
United States,2017,0.1567897421205845
United States,2018,0.15639217189616095
United States,2019,0.16499322822124
United States,2020,0.18501885899555778
United States,2021,0.18911319274066551
